iter	RMSE
160	3.019333848
161	2.986875919
162	2.956546787
163	2.942663438
164	2.915280986
165	2.904667847
166	2.878016929
167	2.863117951
168	2.849944589
169	2.818279989
170	2.803950037
171	2.772811595
172	2.743408501
173	2.719120452
174	2.691773866
175	2.667314194
176	2.650359187
177	2.639649192
178	2.63005392
179	2.603356928
180	2.579446197
181	2.566869775
182	2.556700319
183	2.543177943
184	2.532802778
185	2.525934206
186	2.516791012
187	2.495640624
188	2.489274543
189	2.48120033
190	2.474318768
191	2.451240324
192	2.429667929
193	2.406078503
194	2.384958712
195	2.363660134
196	2.358246276
197	2.352707408
198	2.332494853
199	2.324996908
200	2.304978974
201	2.300213096
202	2.28150858
203	2.263230522
204	2.246616073
205	2.228490451
206	2.222858238
207	2.216557035
208	2.209903598
209	2.192913289
210	2.183328675
211	2.166757546
212	2.160193311
213	2.145100073
214	2.128765474
215	2.122735703
216	2.117959543
217	2.112430494
218	2.106926688
219	2.091169214
220	2.076325812
221	2.072243991
222	2.062789802
223	2.05654867
224	2.042069738
225	2.03572308
226	2.031362721
227	2.02842644
228	2.01393327
229	2.007355927
230	1.994340603
231	1.987284553
232	1.972359972
233	1.958648215
234	1.953870814
235	1.949444843
236	1.9457052
237	1.932521168
238	1.928228712
239	1.915622939
240	1.903009627
241	1.891812177
242	1.879984716
243	1.869055601
244	1.857933426
245	1.846647026
246	1.842210151
247	1.830732344
248	1.819886279
249	1.809807054
250	1.805567885
251	1.794613664
252	1.790981714
253	1.782526795
254	1.772153867
255	1.769000396
256	1.759663888
257	1.750671161
258	1.747891964
259	1.743616205
260	1.740323816
261	1.737226309
262	1.734447453
263	1.72767817
264	1.72190787
265	1.719354364
266	1.710761777
267	1.702210556
268	1.697209623
269	1.688628054
270	1.681030785
271	1.677675289
272	1.670276515
273	1.664240575
274	1.661393807
275	1.653427751
276	1.650669295
277	1.647566169
278	1.639841331
279	1.632498789
280	1.630070705
281	1.623246617
282	1.617086755
283	1.610655357
284	1.608706612
285	1.607127823
286	1.60260066
287	1.596049065
288	1.590216535
289	1.582513115
290	1.579850175
291	1.577769482
292	1.575523017
293	1.572996207
294	1.571089226
295	1.56520693
296	1.562340835
297	1.5565313
298	1.554574956
299	1.548258715
300	1.544969843
301	1.540173987
302	1.534769447
303	1.532760011
304	1.527606582
305	1.525571698
306	1.523227247
307	1.518782179
308	1.515486643
309	1.510867823
310	1.507748374
311	1.504507717
312	1.49935808
313	1.494952748
314	1.490913948
315	1.485137566
316	1.481901014
317	1.477648668
318	1.47495548
319	1.470702504
320	1.469220059
321	1.465552874
322	1.463127996
323	1.461754242
324	1.458730912
325	1.454721641
326	1.452900377
327	1.449413695
328	1.445847803
329	1.442992097
330	1.439329217
331	1.437712702
332	1.435730061
333	1.432356006
334	1.428810168
335	1.427168796
336	1.425001605
337	1.421645543
338	1.41971183
339	1.415862507
340	1.413080578
341	1.410397203
342	1.407237645
343	1.404016011
344	1.40142773
345	1.399030413
346	1.396652445
347	1.394832923
348	1.3935604
349	1.390684115
350	1.388372285
351	1.386865745
352	1.383976667
353	1.381077636
354	1.379748762
355	1.377565818
356	1.374885633
357	1.373808041
358	1.371675168
359	1.370594146
360	1.367704103
361	1.365160116
362	1.36360987
363	1.362332629
364	1.360382728
365	1.35842762
366	1.356543892
367	1.353821613
368	1.350078723
369	1.348235152
370	1.345798946
371	1.344373005
372	1.34185204
373	1.339686322
374	1.33741894
375	1.335697494
376	1.333226464
377	1.331059897
378	1.329219921
379	1.328031385
380	1.325729942
381	1.323875125
382	1.321975294
383	1.320572958
384	1.318902623
385	1.31670943
386	1.314414018
387	1.312355237
388	1.31035888
389	1.308202589
390	1.305387356
391	1.304079943
392	1.302475264
393	1.300624603
394	1.297959993
395	1.295998464
396	1.294479106
397	1.292599966
398	1.29086956
399	1.289082294
400	1.287611579
401	1.286249422
402	1.284463428
403	1.283461811
404	1.28172723
405	1.280505403
406	1.279498278
407	1.277798673
408	1.276599234
409	1.275301651
410	1.274333665
411	1.272596612
412	1.270888975
413	1.269311852
414	1.267338513
415	1.264787723
416	1.263330405
417	1.261598884
418	1.25986428
419	1.257901725
420	1.257230182
421	1.254951404
422	1.253317829
423	1.252699022
424	1.250659689
425	1.24932288
426	1.248418273
427	1.247196873
428	1.245604249
429	1.244091737
430	1.243021783
431	1.242042489
432	1.240528629
433	1.238580952
434	1.237716876
435	1.236123985
436	1.235554734
437	1.234532325
438	1.232955262
439	1.23220068
440	1.231246488
441	1.229844122
442	1.228483604
443	1.227517923
444	1.22665374
445	1.226013815
446	1.225139627
447	1.224266604
448	1.223420439
449	1.222689071
450	1.221882091
451	1.22048913
452	1.219349319
453	1.218110345
454	1.217195516
455	1.216190037
456	1.21546317
457	1.213755887
458	1.212441152
459	1.211626496
460	1.210528322
461	1.209897206
462	1.209065368
463	1.208462296
464	1.207325227
465	1.206748023
466	1.205500286
467	1.204487323
468	1.203838138
469	1.202844929
470	1.201889935
471	1.200480171
472	1.199272935
473	1.198269716
474	1.197655845
475	1.19648954
476	1.195663304
477	1.194440157
478	1.193513899
479	1.192758476
480	1.192079449
481	1.19098038
482	1.189877134
483	1.188896822
484	1.187710386
485	1.187055284
486	1.185824274
487	1.184253668
488	1.183777398
489	1.182738917
490	1.182163783
491	1.181252041
492	1.180392735
493	1.179038407
494	1.177962473
495	1.177202967
496	1.176448099
497	1.175487117
498	1.17500503
499	1.173812289
500	1.173214428
501	1.172773391
502	1.171957462
503	1.171148165
504	1.169831378
505	1.168627422
506	1.167663792
507	1.166696662
508	1.165939444
509	1.16521854
510	1.164217243
511	1.162912833
512	1.161823044
513	1.160943522
514	1.159851457
515	1.159063771
516	1.158357245
517	1.157875085
518	1.15706186
519	1.155783129
520	1.154707055
521	1.153520942
522	1.152355937
523	1.151281975
524	1.150785379
525	1.150107059
526	1.149153982
527	1.148126149
528	1.147031451
529	1.14580702
530	1.145145394
531	1.144304917
532	1.143816468
533	1.143103638
534	1.142455031
535	1.141363354
536	1.141062507
537	1.14002267
538	1.139187412
539	1.13847456
540	1.137874629
541	1.137294562
542	1.136832188
543	1.135807036
544	1.134493662
545	1.134094251
546	1.133169602
547	1.132888591
548	1.131988514
549	1.13104316
550	1.130654813
551	1.129502644
552	1.128931215
553	1.127932391
554	1.126975456
555	1.126057774
556	1.125118998
557	1.124207325
558	1.123294254
559	1.122654408
560	1.121679924
561	1.12118184
562	1.120312582
563	1.119848734
564	1.11900773
565	1.118173659
566	1.117690099
567	1.116763897
568	1.116369037
569	1.116059044
570	1.115086155
571	1.114220799
572	1.113768657
573	1.113237879
574	1.112833931
575	1.112383573
576	1.111749734
577	1.111284205
578	1.110720634
579	1.109961704
580	1.109711013
581	1.108939885
582	1.108444578
583	1.107647995
584	1.106509182
585	1.105728131
586	1.105221834
587	1.10479611
588	1.104148269
589	1.103813483
590	1.102740794
591	1.102358167
592	1.101450401
593	1.100614594
594	1.099841819
595	1.099424317
596	1.099007866
597	1.098284675
598	1.097317452
599	1.096586418
600	1.096181655
601	1.095559095
602	1.09473787
603	1.093930697
604	1.093574078
605	1.093212153
606	1.092424474
607	1.091626243
608	1.09100889
609	1.090215547
610	1.089863582
611	1.089463098
612	1.089121868
613	1.088781053
614	1.087997483
615	1.087593809
616	1.087363058
617	1.087140502
618	1.086651039
619	1.086262268
620	1.085867296
621	1.084860267
622	1.08407231
623	1.083358123
624	1.082776061
625	1.082208002
626	1.081870628
627	1.08112102
628	1.080753626
629	1.080032005
630	1.079610975
631	1.078810414
632	1.078089177
633	1.077349333
634	1.076697211
635	1.076074798
636	1.075533779
637	1.074913075
638	1.074539392
639	1.074006913
640	1.073285382
641	1.072600918
642	1.071690405
643	1.070981332
644	1.070666369
645	1.070203271
646	1.069782223
647	1.069120238
648	1.068666144
649	1.068127969
650	1.067565493
651	1.066725968
652	1.066279101
653	1.065655359
654	1.065376271
655	1.064921822
656	1.06434615
657	1.063545116
658	1.063097764
659	1.062418089
660	1.061595347
661	1.060905135
662	1.060580086
663	1.059931401
664	1.059220862
665	1.058515305
666	1.058089247
667	1.057354131
668	1.056563496
669	1.056040782
670	1.055417044
671	1.054632163
672	1.054344
673	1.053420261
674	1.053208545
675	1.052513607
676	1.052280597
677	1.051695531
678	1.051372632
679	1.050746714
680	1.050548222
681	1.049671261
682	1.04928321
683	1.04834608
684	1.047760806
685	1.047025639
686	1.046673607
687	1.046351334
688	1.045828639
689	1.045217337
690	1.044642747
691	1.044032773
692	1.043667135
693	1.04313047
694	1.042343195
695	1.04170137
696	1.041165461
697	1.040975795
698	1.040121084
699	1.039662257
700	1.039051908
701	1.03856567
702	1.037982866
703	1.037455191
704	1.03699068
705	1.036412134
706	1.035607237
707	1.035201483
708	1.034707958
709	1.034094787
710	1.033913003
711	1.033574065
712	1.033399011
713	1.033096625
714	1.032327576
715	1.031757396
716	1.031596647
717	1.031052435
718	1.030518903
719	1.030169194
720	1.02956418
721	1.029326992
722	1.029162419
723	1.028829916
724	1.028513016
725	1.028224571
726	1.027727556
727	1.027270037
728	1.026767394
729	1.026295012
730	1.025892824
731	1.025533258
732	1.025000196
733	1.024695655
734	1.02433445
735	1.02402645
736	1.02373696
737	1.023318917
738	1.022814262
739	1.022295997
740	1.021969538
741	1.02170469
742	1.021399702
743	1.020718753
744	1.020372221
745	1.020136757
746	1.019919225
747	1.019696661
748	1.019280297
749	1.018738704
750	1.018466504
751	1.018290315
752	1.017772579
753	1.017473606
754	1.017091479
755	1.016672268
756	1.016521072
757	1.016060477
758	1.015470525
759	1.014900623
760	1.014522988
761	1.014183027
762	1.013850997
763	1.013657254
764	1.012831977
765	1.012464181
766	1.012024263
767	1.011570938
768	1.011384494
769	1.011026694
770	1.010524134
771	1.010072534
772	1.009882433
773	1.009581385
774	1.009335539
775	1.009038117
776	1.008650424
777	1.008326082
778	1.00789879
779	1.007476025
780	1.007161945
781	1.006723758
782	1.006047004
783	1.005647164
784	1.005489528
785	1.005047689
786	1.004610509
787	1.004225036
788	1.003561936
789	1.003241453
790	1.002937498
791	1.002321373
792	1.002131714
793	1.001780074
794	1.001166789
795	1.000499453
796	0.99998778
797	0.9996316235
798	0.9994085696
799	0.9990128782
800	0.9985302333
801	0.998261265
802	0.9978805344
803	0.9974499669
804	0.9970840671
805	0.9967894597
806	0.9964227687
807	0.9960940442
808	0.995819831
809	0.9956552165
810	0.9953378999
811	0.9948835632
812	0.9945987912
813	0.994228129
814	0.9939634087
815	0.9936927009
816	0.9928885429
817	0.9923780499
818	0.9921122777
819	0.9916241413
820	0.9910425715
821	0.9906021213
822	0.9901445076
823	0.9898222441
824	0.9894473836
825	0.9892599564
826	0.988960279
827	0.9884266523
828	0.9881661715
829	0.9878174404
830	0.9875298594
831	0.9870731441
832	0.9867907079
833	0.986079209
834	0.9858057746
835	0.9855379688
836	0.9852871629
837	0.9850594203
838	0.9845460126
839	0.9842676729
840	0.9839594183
841	0.9836217763
842	0.9832387285
843	0.9828434445
844	0.9824550773
845	0.9821828589
846	0.9818436427
847	0.9814296873
848	0.9810567858
849	0.9808383321
850	0.980585123
851	0.9799795491
852	0.979578337
853	0.9792393373
854	0.9787176131
855	0.9783360548
856	0.9780485317
857	0.9776915913
858	0.9775619732
859	0.9774032374
860	0.9768835547
861	0.9767535093
862	0.9762585006
863	0.9758526125
864	0.9756129375
865	0.9752397369
866	0.9747177751
867	0.974387454
868	0.9743029646
869	0.9740870928
870	0.9736889996
871	0.9734016644
872	0.9728661214
873	0.972564215
874	0.9723084062
875	0.9719024177
876	0.9717154419
877	0.9713154545
878	0.970702091
879	0.9703462456
880	0.9702339698
881	0.9698455932
882	0.9694976194
883	0.9692599714
884	0.9687029245
885	0.9682930405
886	0.9679241367
887	0.9677407028
888	0.9675402732
889	0.9673307336
890	0.967037302
891	0.9667810134
892	0.9666705469
893	0.9663331422
894	0.9661263563
895	0.9659164102
896	0.9657679034
897	0.9655996938
898	0.96537434
899	0.9652713728
900	0.9649827365
901	0.9647603662
902	0.9645387252
903	0.9642255942
904	0.9640923403
905	0.9638444823
906	0.9635425707
907	0.9630639142
908	0.9627435673
909	0.9624586133
910	0.962319718
911	0.9621884174
912	0.9616281091
913	0.9613428384
914	0.9610605861
915	0.960741273
916	0.9603711677
917	0.9600880972
918	0.9598683429
919	0.9597669021
920	0.9594068296
921	0.9592007995
922	0.959097708
923	0.9586043051
924	0.9581991306
925	0.9579819015
926	0.9577661324
927	0.957481253
928	0.9573174115
929	0.9569458201
930	0.9566894894
931	0.9564307542
932	0.9560115996
933	0.9556777065
934	0.9554177774
935	0.9551239496
936	0.9549959762
937	0.9546518231
938	0.9543287453
939	0.9541775827
940	0.9538576571
941	0.9536035911
942	0.9533973279
943	0.9531577341
944	0.9528842678
945	0.9525830686
946	0.9522576613
947	0.9519496864
948	0.9516401094
949	0.9515254799
950	0.9513225969
951	0.9510269871
952	0.9507049588
953	0.9504437353
954	0.95033598
955	0.9500632168
956	0.9495660611
957	0.9493485392
958	0.9491240715
959	0.9487362506
960	0.9484845074
961	0.9481851268
962	0.9479662445
963	0.9477606389
964	0.9475023464
965	0.9469896256
966	0.9468153901
967	0.9465965867
968	0.9463526743
969	0.9460017337
970	0.9456140887
971	0.9453379272
972	0.945011161
973	0.9448001538
974	0.9445492427
975	0.9442949738
976	0.9440473087
977	0.9437888303
978	0.9435224333
979	0.9432612416
980	0.9428879036
981	0.9427289233
982	0.9422878188
983	0.942082321
984	0.94176461
985	0.9415914656
986	0.9413754987
987	0.941209792
988	0.9410865409
989	0.9408161926
990	0.9405962779
991	0.9403995407
992	0.9400164801
993	0.9397343614
994	0.939523477
995	0.9391636513
996	0.9389075243
997	0.9387274195
998	0.9385502049
999	0.938205723
1000	0.9377251902
1001	0.9374463624
1002	0.9372492628
1003	0.9369259312
1004	0.936759195
1005	0.936490494
1006	0.936269214
1007	0.9360352249
1008	0.9358399056
1009	0.9356541781
1010	0.9353913339
1011	0.9348945113
1012	0.9347240571
1013	0.934527862
1014	0.934052883
1015	0.9338618567
1016	0.9337558532
1017	0.9333466066
1018	0.933132946
1019	0.9329179381
1020	0.9326419072
1021	0.9323002775
1022	0.9321547143
1023	0.931854641
1024	0.9315490204
1025	0.931380824
1026	0.9311498047
1027	0.9307807585
1028	0.9305546219
1029	0.9304716333
1030	0.930299506
1031	0.9300902982
1032	0.9298092006
1033	0.9296547222
1034	0.929428368
1035	0.929267891
1036	0.9291427933
1037	0.9289292076
1038	0.9287347698
1039	0.9286179239
1040	0.9282763744
1041	0.9281194504
1042	0.9278971298
1043	0.9277399748
1044	0.9274600356
1045	0.9272898638
1046	0.9269444963
1047	0.9268466304
1048	0.9265635235
1049	0.9264148501
1050	0.9261087619
1051	0.926025268
1052	0.9257513086
1053	0.9254304086
1054	0.9252733361
1055	0.924850376
1056	0.9245486222
1057	0.9242649569
1058	0.9239843613
1059	0.9238632479
1060	0.9235149974
1061	0.923352273
1062	0.9231863796
1063	0.9230368007
1064	0.9228863935
1065	0.9227547856
1066	0.9224873305
1067	0.9221368975
1068	0.9220225996
1069	0.9218171091
1070	0.9215564598
1071	0.9213618815
1072	0.9212907055
1073	0.921170266
1074	0.9209635853
1075	0.9208073206
1076	0.9205404942
1077	0.9202762997
1078	0.9201341848
1079	0.919857574
1080	0.9197333348
1081	0.9195297713
1082	0.9193993146
1083	0.9192786173
1084	0.9191386703
1085	0.9188796739
1086	0.9186479539
1087	0.9183903014
1088	0.9182476323
1089	0.9179132011
1090	0.9177866946
1091	0.9176057091
1092	0.9174365786
1093	0.9173097418
1094	0.917076333
1095	0.9167263906
1096	0.9166313373
1097	0.9165460203
1098	0.9162970538
1099	0.9160948753
1100	0.9157579168
1101	0.9154550111
1102	0.9151635983
1103	0.9150175819
1104	0.9148185484
1105	0.9146506547
1106	0.9145584787
1107	0.9143277138
1108	0.9140187522
1109	0.9136754469
1110	0.9136023535
1111	0.9133503789
1112	0.9130655439
1113	0.9128473636
1114	0.9127003817
1115	0.9125775813
1116	0.9124648983
1117	0.9122127115
1118	0.9120668051
1119	0.9117599301
1120	0.9116418892
1121	0.91141391
1122	0.9111952911
1123	0.9110859702
1124	0.9108378145
1125	0.9107460001
1126	0.9106268934
1127	0.9103328688
1128	0.9101848108
1129	0.9099543968
1130	0.9098153787
1131	0.9095979749
1132	0.9094313812
1133	0.9092481554
1134	0.9090564976
1135	0.9088143704
1136	0.9085950796
1137	0.908429046
1138	0.9082622104
1139	0.9081023662
1140	0.9079394507
1141	0.907777684
1142	0.9075691929
1143	0.9074508186
1144	0.9070833318
1145	0.9069513785
1146	0.906902453
1147	0.9067764184
1148	0.9066265464
1149	0.9064918008
1150	0.906423992
1151	0.9062368691
1152	0.9061346604
1153	0.9059298768
1154	0.9057630147
1155	0.905527847
1156	0.9053247197
1157	0.9051102568
1158	0.9049667507
1159	0.9047406268
1160	0.904607357
1161	0.9044679333
1162	0.904166374
1163	0.9040401296
1164	0.9038633971
1165	0.9037226619
1166	0.9034997179
1167	0.9032794902
1168	0.9030013593
1169	0.902739905
1170	0.902637731
1171	0.902430206
1172	0.9022348429
1173	0.902041041
1174	0.9017916446
1175	0.9016134636
1176	0.9013943025
1177	0.9011610728
1178	0.9010055811
1179	0.900824333
1180	0.9007451745
1181	0.9006550005
1182	0.9004649819
1183	0.9002173462
1184	0.9000341724
1185	0.8998543249
1186	0.899733214
1187	0.8995623629
1188	0.8994089053
1189	0.8992863145
1190	0.8992439033
1191	0.8990975351
1192	0.8988672136
1193	0.8985200273
1194	0.898340237
1195	0.898061717
1196	0.8977402361
1197	0.8976143874
1198	0.8973627954
1199	0.897240028
1200	0.8969578032
1201	0.8967663942
1202	0.8965355527
1203	0.896349226
1204	0.8961873912
1205	0.8960824071
1206	0.8959931147
1207	0.8959194479
1208	0.8957571351
1209	0.8954969141
1210	0.8952370707
1211	0.8950199089
1212	0.8947762861
1213	0.8946073069
1214	0.8944582045
1215	0.894223117
1216	0.8940141908
1217	0.8938675303
1218	0.8936589487
1219	0.8934564163
1220	0.8933499387
1221	0.8931546796
1222	0.8929968367
1223	0.8928134641
1224	0.8925661543
1225	0.8924917011
1226	0.8923321368
1227	0.8921149969
1228	0.8919292868
1229	0.8917540735
1230	0.8915459211
1231	0.8913689552
1232	0.8911032668
1233	0.8909882296
1234	0.890789782
1235	0.8906675347
1236	0.89042824
1237	0.8902381137
1238	0.8901182928
1239	0.8899664583
1240	0.8897219432
1241	0.8894939159
1242	0.8893463161
1243	0.889190795
1244	0.8890285293
1245	0.8887719858
1246	0.88867937
1247	0.8884739842
1248	0.8883239968
1249	0.8881334604
1250	0.8879661784
1251	0.8878755336
1252	0.8877271625
1253	0.8876079801
1254	0.8874461174
1255	0.887294695
1256	0.8870864061
1257	0.886946697
1258	0.8868061774
1259	0.8866669946
1260	0.8864703087
1261	0.8862889692
1262	0.8861712107
1263	0.8860546658
1264	0.8859295738
1265	0.885799196
1266	0.8856461064
1267	0.8854864123
1268	0.8853579754
1269	0.8852395923
1270	0.8851538061
1271	0.8850117545
1272	0.8849112985
1273	0.8846136889
1274	0.8843886003
1275	0.8843019135
1276	0.8841505861
1277	0.8839652853
1278	0.8838132314
1279	0.8836587321
1280	0.8833927008
1281	0.8833122755
1282	0.8831295548
1283	0.8830828999
1284	0.8830090703
1285	0.8829435125
1286	0.8828609
1287	0.8827123152
1288	0.882570072
1289	0.8824269489
1290	0.8823299268
1291	0.8821852311
1292	0.8820325731
1293	0.8819025171
1294	0.8818508243
1295	0.8816848023
1296	0.8815688924
1297	0.8812803971
1298	0.8811986466
1299	0.8810749798
1300	0.8809772127
1301	0.8808762457
1302	0.8806938111
1303	0.8805574068
1304	0.8804698388
1305	0.880323974
1306	0.8801727903
1307	0.8801070577
1308	0.8797616932
1309	0.8796413395
1310	0.8794480746
1311	0.8793253566
1312	0.8791298826
1313	0.8789487635
1314	0.8788239333
1315	0.8787276598
1316	0.8786229479
1317	0.8785056793
1318	0.8783774849
1319	0.878209515
1320	0.8779665447
1321	0.8778576608
1322	0.8776117771
1323	0.87741966
1324	0.87728058
1325	0.8770216766
1326	0.8768643402
1327	0.876799533
1328	0.8766938106
1329	0.8765865546
1330	0.8764398508
1331	0.8763245775
1332	0.8760537893
1333	0.8759147389
1334	0.8758140288
1335	0.8756643002
1336	0.8755301814
1337	0.8753752273
1338	0.8752004673
1339	0.8750061204
1340	0.8748100536
1341	0.8747166058
1342	0.8746042638
1343	0.8745253628
1344	0.8744158733
1345	0.8743278339
1346	0.8742339048
1347	0.8741544538
1348	0.8739460734
1349	0.8738587173
1350	0.8737397062
1351	0.8736802325
1352	0.8735909056
1353	0.8735010677
1354	0.8733710563
1355	0.8730896389
1356	0.8729998345
1357	0.872933381
1358	0.8728517045
1359	0.8726791404
1360	0.8726214621
1361	0.8724451158
1362	0.8723250026
1363	0.8720908587
1364	0.8719743002
1365	0.8718477088
1366	0.8717714982
1367	0.8716904699
1368	0.8715552646
1369	0.8713985732
1370	0.8712138091
1371	0.871127823
1372	0.8710243668
1373	0.8708055817
1374	0.8705927757
1375	0.8703784802
1376	0.8701767551
1377	0.8700563122
1378	0.8698712258
1379	0.8698233694
1380	0.8697519004
1381	0.8696788717
1382	0.869561923
1383	0.8693596878
1384	0.8691628791
1385	0.8690139033
1386	0.8689503755
1387	0.8687710699
1388	0.868594939
1389	0.8684092528
1390	0.8682474279
1391	0.8681330435
1392	0.8680484079
1393	0.867983129
1394	0.8678112491
1395	0.8677095539
1396	0.8676224905
1397	0.8674938137
1398	0.8673628635
1399	0.8672775461
1400	0.8671479358
1401	0.8670028958
1402	0.8668895584
1403	0.8668039709
1404	0.866615748
1405	0.8664825474
1406	0.8663782066
1407	0.8662401946
1408	0.8661308917
1409	0.8659763943
1410	0.8658346138
1411	0.8657641343
1412	0.8656556812
1413	0.8655469734
1414	0.8654181402
1415	0.8652348751
1416	0.8650876944
1417	0.8648716529
1418	0.8647639625
1419	0.8646379887
1420	0.8644964372
1421	0.8642906717
1422	0.8642323929
1423	0.8641041554
1424	0.86398673
1425	0.8638517028
1426	0.8636615521
1427	0.8634767978
1428	0.8632733997
1429	0.863210294
1430	0.8630342353
1431	0.8629562372
1432	0.8628758339
1433	0.8627337287
1434	0.8625822066
1435	0.8624596717
1436	0.862424358
1437	0.8622473283
1438	0.8621419706
1439	0.8620530051
1440	0.8619589628
1441	0.8618347404
1442	0.86176356
1443	0.8616262661
1444	0.8614230499
1445	0.8612871925
1446	0.8611400605
1447	0.8610039318
1448	0.860935151
1449	0.8607418891
1450	0.8606187023
1451	0.8605209967
1452	0.8604511301
1453	0.8602831546
1454	0.8602232854
1455	0.8601098407
1456	0.860000464
1457	0.8598621986
1458	0.8597189445
1459	0.8596023472
1460	0.8595284764
1461	0.8594599842
1462	0.8593248849
1463	0.8592347355
1464	0.8591079799
1465	0.8590256177
1466	0.858899035
1467	0.8587594991
1468	0.8586221367
1469	0.8584874073
1470	0.8583436475
1471	0.8581855773
1472	0.8581097799
1473	0.8579629355
1474	0.8578899081
1475	0.85778125
1476	0.857639308
1477	0.8575191815
1478	0.85741446
1479	0.8573111804
1480	0.8571976421
1481	0.8570205643
1482	0.8569550035
1483	0.8568583045
1484	0.8567280852
1485	0.8565281865
1486	0.8564564808
1487	0.8563803958
1488	0.8562235745
1489	0.8560839084
1490	0.8559845064
1491	0.8559185507
1492	0.855833925
1493	0.8557582178
1494	0.8556618425
1495	0.855613017
1496	0.8554948738
1497	0.8554169079
1498	0.8552970285
1499	0.8552073125
