iter	RMSE
175	14.48909794
176	14.47511718
177	14.45810948
178	14.42839365
179	14.417643
180	14.38351865
181	14.36362001
182	14.34573825
183	14.32384323
184	14.31284366
185	14.30209976
186	14.28517746
187	14.28048602
188	14.2545522
189	14.24160178
190	14.23480762
191	14.22066923
192	14.19774612
193	14.18688725
194	14.17488093
195	14.14700755
196	14.121567
197	14.10840834
198	14.10042375
199	14.07653075
200	14.07271399
201	14.05501636
202	14.05025934
203	13.99940805
204	13.96563955
205	13.9608172
206	13.93662005
207	13.92898136
208	13.91076741
209	13.90633437
210	13.87157182
211	13.86812637
212	13.86546412
213	13.82981779
214	13.78881632
215	13.78514387
216	13.77567779
217	13.75688891
218	13.71264859
219	13.68670366
220	13.67478871
221	13.64854433
222	13.6202801
223	13.59803521
224	13.56673296
225	13.56404163
226	13.55682464
227	13.55074263
228	13.54280898
229	13.48336162
230	13.4751791
231	13.46458462
232	13.4396549
233	13.41584679
234	13.40651357
235	13.37891865
236	13.37554793
237	13.35176261
238	13.34548278
239	13.30482505
240	13.27550923
241	13.25396471
242	13.25174329
243	13.22389096
244	13.21925103
245	13.19725405
246	13.15837831
247	13.15261835
248	13.14491464
249	13.11610124
250	13.09564507
251	13.0498762
252	13.04596732
253	13.01110708
254	12.98706356
255	12.97918692
256	12.97483031
257	12.96829382
258	12.92966239
259	12.89478659
260	12.88647753
261	12.85805573
262	12.82622725
263	12.8032635
264	12.77362191
265	12.74647785
266	12.71140758
267	12.70352108
268	12.69894396
269	12.69674059
270	12.67084273
271	12.63527082
272	12.62746541
273	12.59250785
274	12.56663985
275	12.53420562
276	12.52385342
277	12.52169729
278	12.49000391
279	12.46926467
280	12.4488051
281	12.44671258
282	12.43895465
283	12.40240821
284	12.36163515
285	12.33295858
286	12.3060405
287	12.29544783
288	12.25554389
289	12.23136196
290	12.20161727
291	12.19807139
292	12.17710731
293	12.14581834
294	12.14388117
295	12.10936036
296	12.08584192
297	12.06978722
298	12.04983434
299	12.03990273
300	12.00251843
301	11.97963728
302	11.94279572
303	11.94097479
304	11.91971297
305	11.91772661
306	11.89826631
307	11.86930459
308	11.86506898
309	11.8623539
310	11.82942244
311	11.81414332
312	11.81246906
313	11.80894013
314	11.79885371
315	11.79538867
316	11.75615673
317	11.73932373
318	11.70561324
319	11.70199638
320	11.69753596
321	11.6877203
322	11.661129
323	11.65180826
324	11.62616232
325	11.6229111
326	11.58766827
327	11.57638675
328	11.5626834
329	11.53067197
330	11.51453173
331	11.50283212
332	11.50014332
333	11.4972476
334	11.49464973
335	11.48548185
336	11.46946728
337	11.42575987
338	11.41071021
339	11.39126033
340	11.35134689
341	11.31904769
342	11.31060324
343	11.28860321
344	11.2784429
345	11.27566429
346	11.24860084
347	11.21284693
348	11.18889313
349	11.18412858
350	11.16470858
351	11.15646322
352	11.1535953
353	11.13373984
354	11.10879144
355	11.07779112
356	11.07377601
357	11.04447956
358	11.02437249
359	10.99197773
360	10.97531895
361	10.95995784
362	10.94478804
363	10.92524816
364	10.89546582
365	10.87646693
366	10.84808487
367	10.84019249
368	10.81480817
369	10.81265663
370	10.80475717
371	10.80276681
372	10.78138682
373	10.77461079
374	10.75670998
375	10.75001698
376	10.73968547
377	10.71955202
378	10.70047462
379	10.68270161
380	10.67792125
381	10.67506556
382	10.6594959
383	10.64795382
384	10.63927654
385	10.59577366
386	10.5814811
387	10.54750443
388	10.54127889
389	10.53586166
390	10.52885006
391	10.50324214
392	10.50076208
393	10.49375582
394	10.47173181
395	10.42596726
396	10.42425337
397	10.41733732
398	10.40145426
399	10.38013428
400	10.37738642
401	10.37058805
402	10.35217646
403	10.34908482
404	10.33462242
405	10.30662335
406	10.27497498
407	10.27272735
408	10.27013431
409	10.26863393
410	10.26180823
411	10.25091836
412	10.24928847
413	10.22858567
414	10.21896627
415	10.21262868
416	10.16847652
417	10.14241456
418	10.11350806
419	10.09868696
420	10.0857736
421	10.07611551
422	10.06693602
423	10.05578455
424	10.0278399
425	9.989173742
426	9.972305377
427	9.964509888
428	9.951574867
429	9.949858075
430	9.941890227
431	9.915278615
432	9.902646784
433	9.896511472
434	9.882843566
435	9.862252909
436	9.856554219
437	9.855118447
438	9.844881014
439	9.815389622
440	9.790661451
441	9.765879626
442	9.761420823
443	9.737441176
444	9.735262743
445	9.72057831
446	9.694822647
447	9.673700143
448	9.649167011
449	9.625338173
450	9.613799714
451	9.605076715
452	9.60369559
453	9.579600122
454	9.56616145
455	9.538054738
456	9.532141976
457	9.49991949
458	9.48144797
459	9.459436261
460	9.451383829
461	9.440238003
462	9.415695505
463	9.408253281
464	9.404478251
465	9.392165396
466	9.364923696
467	9.362307229
468	9.333720886
469	9.32166028
470	9.28575743
471	9.280618184
472	9.263463015
473	9.256490269
474	9.237934405
475	9.22841485
476	9.209818146
477	9.175780016
478	9.171628
479	9.169230467
480	9.164287518
481	9.146494971
482	9.133607113
483	9.107223407
484	9.099090408
485	9.065041979
486	9.063416809
487	9.049462974
488	9.04467868
489	9.024084866
490	9.019421538
491	9.003021792
492	8.983754938
493	8.960134572
494	8.944456837
495	8.942950294
496	8.919519103
497	8.901558909
498	8.899438368
499	8.897704391
500	8.86499435
501	8.85643458
502	8.846475066
503	8.822002864
504	8.816396029
505	8.786869395
506	8.772825291
507	8.767253
508	8.740116519
509	8.7113669
510	8.700195146
511	8.676998154
512	8.661607118
513	8.659472862
514	8.640347788
515	8.614819207
516	8.613351562
517	8.602110537
518	8.593760951
519	8.57861533
520	8.575326313
521	8.560956126
522	8.542584317
523	8.512350819
524	8.502912471
525	8.481299172
526	8.478432252
527	8.477185906
528	8.45196157
529	8.442047939
530	8.437960298
531	8.414796698
532	8.381888333
533	8.347323958
534	8.341793688
535	8.319407762
536	8.316420539
537	8.293948378
538	8.266504718
539	8.253037641
540	8.232465995
541	8.207904358
542	8.205814964
543	8.199054577
544	8.193369026
545	8.189937113
546	8.162562525
547	8.146593798
548	8.131338027
549	8.119485729
550	8.106684334
551	8.082565113
552	8.061525569
553	8.055417928
554	8.053336054
555	8.05171391
556	8.050272792
557	8.028247044
558	8.000763544
559	7.994216198
560	7.9898409
561	7.960344615
562	7.951213831
563	7.942939391
564	7.924149861
565	7.920441442
566	7.897014682
567	7.878943408
568	7.87417441
569	7.871539783
570	7.866827671
571	7.86412443
572	7.853049341
573	7.83440416
574	7.811998411
575	7.799938202
576	7.769637079
577	7.749914242
578	7.741306254
579	7.717433702
580	7.706979239
581	7.700748162
582	7.688063118
583	7.668465467
584	7.641598522
585	7.618000768
586	7.602173644
587	7.599270063
588	7.59409713
589	7.575001433
590	7.559751886
591	7.542342848
592	7.522674916
593	7.508797108
594	7.492592939
595	7.489283417
596	7.476066477
597	7.461025593
598	7.451818719
599	7.428687992
600	7.42416144
601	7.422618301
602	7.396706579
603	7.395095673
604	7.378665343
605	7.370470224
606	7.359136633
607	7.352213629
608	7.346816213
609	7.345670815
610	7.340235735
611	7.338797009
612	7.323466676
613	7.30684185
614	7.305760778
615	7.293904103
616	7.288900304
617	7.271480941
618	7.265586919
619	7.254444891
620	7.245510091
621	7.244879679
622	7.223422562
623	7.210193022
624	7.195139133
625	7.190572642
626	7.188117816
627	7.169080056
628	7.164452967
629	7.163217513
630	7.157519385
631	7.138941021
632	7.134003327
633	7.132869822
634	7.125137615
635	7.113985684
636	7.112886494
637	7.09508064
638	7.086204551
639	7.072681673
640	7.056484373
641	7.039942874
642	7.022670578
643	7.009641097
644	6.992695529
645	6.976646715
646	6.972189655
647	6.959544325
648	6.954691183
649	6.946903326
650	6.930063857
651	6.909356327
652	6.904815397
653	6.886417078
654	6.861167592
655	6.851067877
656	6.835997162
657	6.810543735
658	6.809595403
659	6.808859282
660	6.793758828
661	6.783390314
662	6.762796689
663	6.747229623
664	6.746008454
665	6.729286381
666	6.706757922
667	6.704978414
668	6.703646907
669	6.686819436
670	6.676368392
671	6.675331672
672	6.674561791
673	6.659676179
674	6.651154725
675	6.634285105
676	6.618495857
677	6.602915908
678	6.589981036
679	6.588145224
680	6.576448249
681	6.573572414
682	6.568024182
683	6.554677076
684	6.54020453
685	6.524450412
686	6.514282506
687	6.509572464
688	6.503249555
689	6.484952246
690	6.46447975
691	6.461694011
692	6.447862074
693	6.442408992
694	6.427339978
695	6.40794934
696	6.394666962
697	6.380973152
698	6.365514345
699	6.35011771
700	6.334884546
701	6.322531365
702	6.315376997
703	6.303137518
704	6.301320103
705	6.298426484
706	6.279465695
707	6.263425835
708	6.253502089
709	6.236566722
710	6.235888659
711	6.225863422
712	6.224990252
713	6.224058276
714	6.2048211
715	6.203435994
716	6.193623836
717	6.186588928
718	6.170911202
719	6.156887508
720	6.155574124
721	6.140459575
722	6.136841135
723	6.131590463
724	6.116000562
725	6.095561206
726	6.088730573
727	6.071083924
728	6.058813703
729	6.05697434
730	6.03853578
731	6.022184431
732	6.010453061
733	6.001607652
734	5.993976831
735	5.975163938
736	5.970952031
737	5.958792988
738	5.950741221
739	5.940062541
740	5.921785351
741	5.909039209
742	5.903031162
743	5.899039548
744	5.892650653
745	5.878098746
746	5.876222053
747	5.867338123
748	5.857897413
749	5.856248424
750	5.846198151
751	5.831159661
752	5.820282272
753	5.809975826
754	5.795504849
755	5.787897359
756	5.776949068
757	5.766091026
758	5.750500327
759	5.744624579
760	5.739828792
761	5.733669514
762	5.731876414
763	5.725274366
764	5.72208901
765	5.703077544
766	5.695245129
767	5.686303224
768	5.679407045
769	5.676564352
770	5.675648686
771	5.664662135
772	5.647855245
773	5.642213012
774	5.637212647
775	5.634740488
776	5.62928271
777	5.624133221
778	5.61842237
779	5.601891459
780	5.599213548
781	5.587841698
782	5.575676904
783	5.563051241
784	5.555214999
785	5.543803642
786	5.525354332
787	5.509228118
788	5.493227487
789	5.482335453
790	5.481027403
791	5.470064602
792	5.459400098
793	5.449243318
794	5.444968778
795	5.442684126
796	5.429335807
797	5.421810468
798	5.420148422
799	5.404045824
800	5.388503683
801	5.37537673
802	5.361399871
803	5.351631757
804	5.344863274
805	5.327915602
806	5.312226295
807	5.301012967
808	5.298162097
809	5.28831008
810	5.285133211
811	5.278939228
812	5.264766531
813	5.255268985
814	5.244773224
815	5.229385739
816	5.225418862
817	5.224727788
818	5.210118329
819	5.204302213
820	5.199193152
821	5.193129778
822	5.182046726
823	5.181121464
824	5.163227351
825	5.152210337
826	5.150575616
827	5.149718451
828	5.143152087
829	5.139393439
830	5.130416144
831	5.121473579
832	5.120057374
833	5.109910346
834	5.105774401
835	5.093585694
836	5.091610769
837	5.082196008
838	5.066668747
839	5.056010311
840	5.039612535
841	5.03857518
842	5.026652124
843	5.018433879
844	4.997433205
845	4.98421518
846	4.979248084
847	4.974036546
848	4.971441307
849	4.968839646
850	4.96425797
851	4.951732017
852	4.946610596
853	4.937513089
854	4.927045299
855	4.921794565
856	4.919367971
857	4.908173378
858	4.898845541
859	4.88746358
860	4.878221053
861	4.874022472
862	4.871716965
863	4.863349611
864	4.858312103
865	4.857775296
866	4.843025912
867	4.83523755
868	4.823973621
869	4.814307601
870	4.802900588
871	4.793757289
872	4.781384479
873	4.77536853
874	4.759899193
875	4.7472161
876	4.743738531
877	4.733168512
878	4.725432411
879	4.723607893
880	4.719359999
881	4.708102895
882	4.697286093
883	4.682195769
884	4.667273497
885	4.655418343
886	4.651986088
887	4.642620869
888	4.637358975
889	4.625501889
890	4.612223268
891	4.608268394
892	4.595545648
893	4.591830318
894	4.59072228
895	4.58660979
896	4.576104736
897	4.575583876
898	4.564236937
899	4.551626393
900	4.535087745
901	4.525111788
902	4.511863203
903	4.496587848
904	4.488486117
905	4.479368919
906	4.466844589
907	4.454862137
908	4.449464565
909	4.438785712
910	4.433245081
911	4.423271108
912	4.420665388
913	4.414392107
914	4.41065761
915	4.405022579
916	4.400791572
917	4.390025015
918	4.381444614
919	4.37443555
920	4.366945849
921	4.354673747
922	4.34595064
923	4.335638334
924	4.329585605
925	4.317875561
926	4.314026719
927	4.302538612
928	4.2892055
929	4.279826577
930	4.27384234
931	4.271996873
932	4.262753489
933	4.259497024
934	4.25516406
935	4.247398354
936	4.237057282
937	4.229068125
938	4.220415757
939	4.215679491
940	4.209012006
941	4.199228234
942	4.187810709
943	4.18124462
944	4.17625766
945	4.166224565
946	4.156867331
947	4.143104935
948	4.136563028
949	4.127746696
950	4.119545911
951	4.110869489
952	4.100510003
953	4.089096043
954	4.07892248
955	4.068427709
956	4.067475446
957	4.061804322
958	4.055826117
959	4.050686871
960	4.050059071
961	4.0443281
962	4.037623505
963	4.033940305
964	4.03187179
965	4.029852387
966	4.02267042
967	4.017234835
968	4.008011446
969	3.99838635
970	3.988984698
971	3.981867369
972	3.97845847
973	3.972930091
974	3.965799948
975	3.962071973
976	3.954011115
977	3.952213571
978	3.945829911
979	3.941389457
980	3.929425667
981	3.920954797
982	3.919723784
983	3.912421637
984	3.901555829
985	3.895705651
986	3.887124634
987	3.879636763
988	3.874128655
989	3.871144287
990	3.864658251
991	3.857537568
992	3.849184315
993	3.841597692
994	3.832735053
995	3.825427097
996	3.817658565
997	3.81480897
998	3.810534836
999	3.808742855
